Date,Timestamp,Open,High,Low,Close,Volume
20210226,09:00:00,47033,47562.8,45966.8,46789.4,0.144600000525884
20210226,10:00:00,46786,47458.1,46246.8,46445.8,0.134652000416963
20210226,11:00:00,46451.7,47762.3,46128.1,47328.9,0.120227000116074
20210226,12:00:00,47328.7,47597.2,46725.8,47311.2,0.109803000184229
20210226,13:00:00,47314.4,47747,46796.7,46969.9,0.0846450000559571
20210226,14:00:00,46970.1,47152.3,45485.4,45496.3,0.127077000271129
20210226,15:00:00,45497.5,46440.7,45486.2,46026.4,0.107029000137118
20210226,16:00:00,46028.5,46369,44122.1,44885.5,0.145047200368381
20210226,17:00:00,44885.5,45906.9,44885.5,45672.2,0.10260499990784
20210226,18:00:00,45672,46564.5,45308.3,46390.1,0.100648999966324
20210226,19:00:00,46384.5,46834.8,46158.4,46674.4,0.0896989999221205
20210226,20:00:00,46676.3,46816.8,45657.2,46361.5,0.0900799999540141
20210226,21:00:00,46369.5,47215.4,46267.7,46780.1,0.0885229999291823
20210226,22:00:00,46781.4,46935.1,45818,45898.8,0.0998930000446308
20210226,23:00:00,45903,47399.6,45824.2,46847.2,0.110891000077686
20210227,00:00:00,46849.6,47826.7,46317.2,47598.3,0.109227000039027
20210227,01:00:00,47593.6,48180.3,47482.2,48124.3,0.0942839999229363
20210227,02:00:00,48129.7,48416,47536.7,47641,0.078652000016632
20210227,03:00:00,47644.7,47838.3,47255.7,47273.9,0.0795409999914227
20210227,04:00:00,47273.3,47404.8,46565.4,46860,0.094921000112663
20210227,05:00:00,46860,47037.3,46023,46229.9,0.0986000002046694
20210227,06:00:00,46229.9,46801.2,45502.1,45627.8,0.113336000855156
20210227,07:00:00,45628,45917.7,45037,45459.4,0.0503920001938241
20210227,08:00:00,45461.7,46400.3,45368.7,46290.7,0.0499590002168588
20210227,09:00:00,46277.6,47521.8,46144,47501.4,0.0472720001775997
20210227,10:00:00,47500.7,47887.3,47318.3,47696.4,0.0390400001662101
20210227,11:00:00,47696.7,47972.7,47162.4,47294.9,0.0351650001397275
20210227,12:00:00,47294.8,47850.2,47198.6,47387.8,0.0348190001544708
20210227,13:00:00,47385.3,47851.9,47238.2,47602,0.0442450002141186
20210227,14:00:00,47602.2,47878.6,47408.9,47753.2,0.0301630001293915
20210227,15:00:00,47745.8,48301.9,47486.4,47497.6,0.029386000114755
20210227,16:00:00,47493,47547.4,46872,47136.1,0.0411260001957316
20210227,17:00:00,47135.6,47217.4,46341.5,46573.2,0.0789910005588581
20210227,18:00:00,46573.2,46758.5,46206.3,46631.7,0.0822560005916557
20210227,19:00:00,46631.7,47040.6,46563.4,46755.9,0.0620269004437617
20210227,20:00:00,46755.9,47594.6,46684.8,47262.1,0.0700074003151343
20210227,21:00:00,47262.1,47765,46715.7,47378.6,0.0911490006124041
20210227,22:00:00,47381.5,47656.9,47060.2,47418.6,0.0875350006077724
20210227,23:00:00,47417.9,47594,46821.7,47045.5,0.0594570005637252
20210228,00:00:00,47044.8,47346.4,46326.8,46520,0.0716610004357108
20210228,01:00:00,46526.1,46935.3,46295.3,46875.2,0.093934000457125
20210228,02:00:00,46873.1,47148.6,46719,47035.6,0.065048000228785
20210228,03:00:00,47035.6,47300.9,46902.3,47127,0.054447000218488
20210228,04:00:00,47127.2,47429.5,47033.7,47401.9,0.0544990002882741
20210228,05:00:00,47401.9,47512.6,46901.1,47045.3,0.0680270003271062
20210228,06:00:00,47055.9,47138.2,46553,46801.9,0.0695240003584559
20210228,07:00:00,46800.6,46808.3,45767,45838.4,0.0727570003169831
20210228,08:00:00,45836.6,46428.1,45007,46123.8,0.127332000627689
20210228,09:00:00,46121.6,46606.8,45660.2,46354.9,0.116674000578655
20210228,10:00:00,46354.9,46588.5,46102.3,46437.2,0.0868170004779358
20210228,11:00:00,46437.2,46481.5,45260.6,45379.2,0.103307000540553
20210228,12:00:00,45380.5,45670.8,44450.6,44622.4,0.123834500564165
20210228,13:00:00,44630.4,45091.1,44322.2,44371.2,0.134637000706221
20210228,14:00:00,44371.2,45520.2,44202,44763.8,0.125190000592966
20210228,15:00:00,44763.8,44918.6,43802,44333.2,0.143580000735597
20210228,16:00:00,44333.2,44724,44089.2,44393,0.116088000647892
20210228,17:00:00,44393,45223.1,44374.6,44844.4,0.124173000543692
20210228,18:00:00,44844.4,45467,44689.4,45081,0.102778000484591
20210228,19:00:00,45081,45473.1,44776.3,45153.4,0.0918300004618686
20210228,20:00:00,45154.9,45462.9,44981.8,45239.5,0.0874550003961758
20210228,21:00:00,45241.3,45451.9,44519.6,44739.5,0.10518450045398
20210228,22:00:00,44740,44864.7,44160.7,44183.2,0.100437800514186
20210228,23:00:00,44184.2,44584.6,43592.6,44541.5,0.107440000633574
20210301,00:00:00,44541.5,44576.9,43152.1,43360.7,0.111393000651333
20210301,01:00:00,43358.1,43878.6,42990.3,43547.9,0.114191000611527
20210301,02:00:00,43547.9,43933.1,43104.5,43133.3,0.108568000578089
20210301,03:00:00,43138.9,43753.3,43082.1,43680.8,0.0920500004050382
20210301,04:00:00,43680.8,44544.8,43460.2,44451.5,0.0907220003731481
20210301,05:00:00,44451.5,44981.5,44133.9,44974.3,0.0988040004668846
20210301,06:00:00,44904,45405.4,44899.5,45178.1,0.106490000505346
20210301,07:00:00,45207.6,45384.3,44824.7,45207.8,0.0644210002454884
20210301,08:00:00,45221,45953.3,44911.1,45204.6,0.0925289999283905
20210301,09:00:00,45201.8,46630,45004.7,46282.7,0.0928309999037538
20210301,10:00:00,46279.9,46534.4,45917.7,46221.2,0.0806009999378148
20210301,11:00:00,46221.7,46837.3,46169,46487,0.0747239999495832
20210301,12:00:00,46489.3,46580.7,46260.9,46348.6,0.0524749999567575
20210301,13:00:00,46349.3,46693.9,45990.5,46490.5,0.0639360000794795
20210301,14:00:00,46490.5,46490.7,46002.4,46201.7,0.0501319999551697
20210301,15:00:00,46201.6,46268.5,45652.3,45854.4,0.051968999987821
20210301,16:00:00,45855.6,46405.6,45854.2,46282.4,0.0547579999619074
20210301,17:00:00,46282.4,47303.1,46281.9,47046,0.0809900000878088
20210301,18:00:00,47043.6,47519.9,46971.9,47371.8,0.0806549999769004
20210301,19:00:00,47372.4,47720.9,46967,47656.7,0.0713489999718604
20210301,20:00:00,47658.6,47921.7,47515.5,47796,0.0716369999169046
20210301,21:00:00,47796,48072.6,47504.2,47969.9,0.0745709999957853
20210301,22:00:00,47969.8,48476.4,47834.4,47852.3,0.0794559998835211
20210301,23:00:00,47852.3,48592.8,47677.1,48126.9,0.0810219999808623
20210302,00:00:00,48126.2,49370.9,48115.3,49252.2,0.0920119999341296
20210302,01:00:00,49263.1,49495.7,48607.9,49127.8,0.10717800009013
20210302,02:00:00,49126.6,49231.9,48548.1,48573.8,0.0848479999757501
20210302,03:00:00,48573.8,48775.9,48253.5,48475.5,0.0661480000595702
20210302,04:00:00,48475.8,48706,48025.2,48260.5,0.0650550000328849
20210302,05:00:00,48260.5,48930,47981.4,48561,0.0729549999632582
20210302,06:00:00,48558.7,48891.9,48368.7,48808.8,0.0670219999165056
20210302,07:00:00,48809.9,49298.5,48633.4,49135.6,0.0495170000330063
20210302,08:00:00,49135.6,49781.2,49097.3,49592.9,0.073278999950503
20210302,09:00:00,49590,50198.9,49334,49392.8,0.09084100001553
20210302,10:00:00,49392.8,49431.6,48730.8,49392.5,0.0621609999667498
20210302,11:00:00,49392.4,49781.8,49067.3,49272.5,0.0945360000897608
20210302,12:00:00,49272.5,49391.9,48834.5,48967.3,0.0715160000078185
20210302,13:00:00,48967.7,49209,48652.1,49146.7,0.0766810000775422
20210302,14:00:00,49145.9,49371.1,48667.9,48667.9,0.0591770000655742
20210302,15:00:00,48668,48829.2,48329.3,48639,0.063907999980529
20210302,16:00:00,48636.8,48801.5,48333.4,48351.7,0.0546640000028447
20210302,17:00:00,48351.7,49209,48308.2,48859.5,0.0597010000366254
20210302,18:00:00,48861.1,49250.6,48861.1,49140.6,0.053244999973117
20210302,19:00:00,49140.6,49253.9,48558.5,48696.6,0.0628380000712241
20210302,20:00:00,48697.3,49041.5,48550,48848.5,0.057586999962723
20210302,21:00:00,48848.5,49113,48589.7,48813.5,0.0702019999395134
20210302,22:00:00,48812.2,49062.9,48737.5,48981.5,0.0530249999576426
20210302,23:00:00,48983,49704.8,48800.3,48887.9,0.0729749999513842
20210303,00:00:00,48886.8,49029.2,48389.5,48669.7,0.0774470000799283
20210303,01:00:00,48669.5,48706.5,47297.7,47516.7,0.0981270001408348
20210303,02:00:00,47516.7,47959.3,47212.6,47859.3,0.0861830000279724
20210303,03:00:00,47861.7,48037.6,47525.2,47668.1,0.0662239999956
20210303,04:00:00,47668.7,47897.4,47145.5,47430.2,0.109661000359438
20210303,05:00:00,47430.4,47610.6,47048,47502.9,0.106314000329689
20210303,06:00:00,47502.9,47840,47268,47398.1,0.100164000213908
20210303,07:00:00,47397.2,47959,47341.4,47804.5,0.0483460001146341
20210303,08:00:00,47804.3,48487.3,47732,48451.4,0.0735099999960767
20210303,09:00:00,48451.5,48738.4,48135.3,48515.6,0.0656159999988404
20210303,10:00:00,48517.5,48858.2,48473.1,48842.4,0.0516750000043658
20210303,11:00:00,48842.4,48946.3,48549.8,48595.9,0.0448890000019446
20210303,12:00:00,48595.8,48819.5,48497.8,48702.7,0.0398009999720443
20210303,13:00:00,48702.9,49300.1,48666.2,49108.8,0.0469949999218215
20210303,14:00:00,49108.4,49427.9,48843.1,49055.1,0.0581580000480244
20210303,15:00:00,49053.2,49640.1,49053.2,49546.1,0.0548120000632935
20210303,16:00:00,49546.8,49952.1,49507.3,49758.7,0.0505930000032322
20210303,17:00:00,49759.1,50953.6,49759.1,50886.4,0.0780760000584451
20210303,18:00:00,50887.1,51474.7,50721.5,51445.5,0.0808070000210819
20210303,19:00:00,51446.9,51737.5,51220,51424.3,0.087025999878847
20210303,20:00:00,51423.7,51768.9,51166.2,51646.1,0.0784479999697396
20210303,21:00:00,51646.1,52546,51362.2,52541.6,0.0756159999137935
20210303,22:00:00,52543.2,52595,51197,51519.1,0.0939700000869834
20210303,23:00:00,51519.4,51519.4,50598.5,50717.9,0.138307000516875
20210304,00:00:00,50723.6,51101.8,50486.7,50751,0.0916690001827192
20210304,01:00:00,50751.8,51456.6,50751.8,51108.4,0.0875200000081122
20210304,02:00:00,51108.1,51449.2,50870.2,51331.4,0.0695089999904894
20210304,03:00:00,51315.7,51612.3,51122.9,51228.1,0.0730369999628238
20210304,04:00:00,51228.2,51233.5,50280.3,50834.3,0.0891600001681354
20210304,05:00:00,50834.5,51148.3,50447,50500.7,0.0749289999938583
20210304,06:00:00,50499.6,51072.4,50346.2,50898.1,0.0709300001167321
20210304,07:00:00,50897.9,51307.8,50481.6,50556.3,0.0685030002238136
20210304,08:00:00,50556.3,51032,50345.9,50352,0.0836500002517369
20210304,09:00:00,50352,51101.8,49919.1,50869.9,0.0954280001974439
20210304,10:00:00,50870.1,51609.1,50687.9,51488.6,0.0910470001392696
20210304,11:00:00,51488.6,51757.2,50780.7,50780.7,0.0874890001882704
20210304,12:00:00,50780.7,50999.2,49422,49546.3,0.0931380001592288
20210304,13:00:00,49551.4,49800.9,48982.2,49011.4,0.0991740001056769
20210304,14:00:00,49017.1,49680.7,49001.5,49662.8,0.0768160000117177
